t,side,score,ts_4h,ts_1d,fwd_1d,absraw_1d,fwd_3d,absraw_3d,fwd_7d,absraw_7d,fwd_14d,absraw_14d
1731052800000,long,91.66666666666666,3.4884896755507535,1.6114323079005712,0.009430964626960758,0.009430964626960758,0.07186281657940641,0.07186281657940641,0.1618729555585735,0.1618729555585735,0.30410872571885905,0.30410872571885905
1731067200000,long,95.0,3.43223091592063,1.6114323079005712,0.0025255378922664543,0.0025255378922664543,0.08010895816962889,0.08010895816962889,0.17998859434500253,0.17998859434500253,0.29716724527151495,0.29716724527151495
1731081600000,long,91.66666666666666,3.366007683082299,1.6114323079005712,0.001973835812149745,0.001973835812149745,0.1090771428759538,0.1090771428759538,0.17695523645868316,0.17695523645868316,0.3025657232021173,0.3025657232021173
1731096000000,long,98.33333333333333,3.383247324184281,1.6114323079005712,-0.0036612722529358625,-0.0036612722529358625,0.1345047489469273,0.1345047489469273,0.19465067754428403,0.19465067754428403,0.2956895178454379,0.2956895178454379
1731110400000,long,96.66666666666667,3.463337781053073,1.6769586614983278,0.005996883818225461,0.005996883818225461,0.16531200410258032,0.16531200410258032,0.19163471337537955,0.19163471337537955,0.29112228331613027,0.29112228331613027
1731124800000,long,91.66666666666666,3.424933374157494,1.6769586614983278,0.03789376392623644,0.03789376392623644,0.15893910552650664,0.15893910552650664,0.1961036648748568,0.1961036648748568,0.29136632253098127,0.29136632253098127
1731139200000,long,95.0,3.360528842416234,1.6769586614983278,0.03417004958125011,0.03417004958125011,0.16872384445384866,0.16872384445384866,0.19496820843978413,0.19496820843978413,0.28686462594630174,0.28686462594630174
1731182400000,long,81.66666666666667,3.032875976786454,1.6769586614983278,0.03542362885787301,0.03542362885787301,0.1734604547539479,0.1734604547539479,0.19024310333529912,0.19024310333529912,0.28158836249262836,0.28158836249262836
1731196800000,long,85.0,2.8938909160586874,1.7435448729420322,0.048660500064370824,0.048660500064370824,0.1456134806971823,0.1456134806971823,0.18189266054687953,0.18189266054687953,0.27427855824786307,0.27427855824786307
1731211200000,long,100.0,2.517359936621087,1.7435448729420322,0.02803008611349015,0.02803008611349015,0.09991662367509202,0.09991662367509202,0.1433543014489317,0.1433543014489317,0.23928752975248205,0.23928752975248205
1731225600000,long,100.0,2.4569120228425345,1.7435448729420322,0.02676398412171154,0.02676398412171154,0.1022414252569865,0.1022414252569865,0.15037643364954342,0.15037643364954342,0.23946004726102055,0.23946004726102055
1731240000000,long,98.33333333333333,2.4555612973283787,1.7435448729420322,0.031140275500616668,0.031140275500616668,0.09982851773844126,0.09982851773844126,0.14352701504201754,0.14352701504201754,0.21663465748080402,0.21663465748080402
1731254400000,long,100.0,2.3524548627584085,1.7435448729420322,0.05497368427644912,0.05497368427644912,0.15642261473830824,0.15642261473830824,0.1341112399828653,0.1341112399828653,0.20869333226450493,0.20869333226450493
1731268800000,long,96.66666666666667,2.123224395050435,1.7435448729420322,0.09971775010125557,0.09971775010125557,0.13564196030781697,0.13564196030781697,0.13563689752936403,0.13563689752936403,0.22642390643985422,0.22642390643985422
1731283200000,long,100.0,2.1949021954121486,1.841003776360983,0.1046143353174604,0.1046143353174604,0.11818452380952374,0.11818452380952374,0.11607514880952384,0.11607514880952384,0.21330109126984134,0.21330109126984134
1731297600000,long,100.0,2.295769213516778,1.841003776360983,0.08618022043820163,0.08618022043820163,0.1065111844841739,0.1065111844841739,0.11063504508517034,0.11063504508517034,0.20095262284159876,0.20095262284159876
1731312000000,long,98.33333333333333,2.4681272711808893,1.841003776360983,0.10065021329357758,0.10065021329357758,0.11489561653406555,0.11489561653406555,0.13045227094926717,0.13045227094926717,0.2091544029009895,0.2091544029009895
1731326400000,long,100.0,2.4874201224825465,1.841003776360983,0.051589372633033585,0.051589372633033585,0.11071775725038344,0.11071775725038344,0.10199746712555235,0.10199746712555235,0.19194492397118698,0.19194492397118698
1731340800000,long,100.0,2.5420307929760235,1.841003776360983,0.034484109646290034,0.034484109646290034,0.0591815945442802,0.0591815945442802,0.08638658295657467,0.08638658295657467,0.1395808005015007,0.1395808005015007
1731355200000,long,100.0,2.651875877384514,1.841003776360983,0.030550200548992008,0.030550200548992008,0.008455859080524559,0.008455859080524559,0.05355952881057478,0.05355952881057478,0.09391907833783157,0.09391907833783157
1731369600000,long,100.0,2.73727587270523,2.1130831466769826,-0.01100856458690946,-0.01100856458690946,-0.013105647867385401,-0.013105647867385401,0.022898398111277852,0.022898398111277852,0.05365300007521655,0.05365300007521655
1731384000000,long,100.0,2.9665758160529783,2.1130831466769826,-0.014964117521471441,-0.014964117521471441,-0.011908486971491833,-0.011908486971491833,0.034783355229194846,0.034783355229194846,0.06581297281787866,0.06581297281787866
1731398400000,long,100.0,2.912990058416977,2.1130831466769826,-0.024658327270451405,-0.024658327270451405,-0.015149940377004985,-0.015149940377004985,0.026754910934309654,0.026754910934309654,0.04139970428782662,0.04139970428782662
